ROUTEVIEWS_COLLECTOR|AS_NUMBER|PEERING_ADDRESS|PREFIXES|CC|REGION|ASNAME
route-views4.routeviews.org|14041|192.43.217.143|912150|US|arin |AS14041, US
route-views4.routeviews.org|30950|193.28.236.32|911815|NO|ripencc|EVINY-AS30950 Norway, NO
route-views4.routeviews.org|3267|194.85.40.15|922563|RU|ripencc|RUNNET, RU
route-views4.routeviews.org|19754|198.98.84.183|913578|US|arin |FNL-33-19754, US
route-views4.routeviews.org|48292|213.238.163.7|0|TR|ripencc|INTIBU intibu.com, TR
route-views4.routeviews.org|2518|2001:260:300:1::1:30|185183|JP|apnic |BIGLOBE BIGLOBE Inc., JP
route-views4.routeviews.org|7575|2001:388:1::16|6347|AU|apnic |AARNET-AS-AP Australian Academic and Research Network AARNet, AU
route-views4.routeviews.org|2914|2001:418:0:1000::f003|169997|US|arin |NTT-LTD-2914, US
route-views4.routeviews.org|30950|2001:67c:324::32|174561|NO|ripencc|EVINY-AS30950 Norway, NO
route-views4.routeviews.org|1299|2001:2034:0:139::1|173226|SE|ripencc|TWELVE99 Arelion, fka Telia Carrier, SE
route-views4.routeviews.org|34288|2001:4b27:ffff::32|186591|CH|ripencc|AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug, CH
route-views4.routeviews.org|63956|2402:1b80::1|176653|AU|apnic |INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
route-views4.routeviews.org|63956|2402:1b80:1000::1|176654|AU|apnic |INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
route-views4.routeviews.org|38883|2402:7400:0:c::18|183411|AU|apnic |FIRENET-AS-AP FireNet Pty Ltd, AU
route-views4.routeviews.org|58682|2404:c900:1::17|63825|BD|apnic |LEVEL3-BD Level3 Carrier Ltd., BD
route-views4.routeviews.org|45437|2406:a800:ffff::1|181174|AU|apnic |RWTS-AS-AP Real World - The Core, AU
route-views4.routeviews.org|19754|2607:b580::15|144243|US|arin |FNL-33-19754, US
route-views4.routeviews.org|36236|2607:fc50:2000:99::1eb|187948|US|arin |NETACTUATE, US
route-views4.routeviews.org|1351|2620:104:e000:1000::2|183985|US|arin |UVM-EDU-AS, US
route-views4.routeviews.org|56665|2a00:4180:1:100:31:204:89:250|185676|LU|ripencc|TANGO-TELINDUS, LU
route-views4.routeviews.org|61138|2a06:1280:ae02::1|185322|US|ripencc|ZAPPIE-HOST-AS Zappie Host, US
route-views4.routeviews.org|204028|2a06:9500:7:11::1|186156|DE|ripencc|DOLPHINIT, DE
route-views5.routeviews.org|56987|5.180.58.0|920122|FR|ripencc|AS-ABACLOUDA, FR
route-views5.routeviews.org|40864|23.159.240.61|913354|CA|arin |TARGO, CA
route-views5.routeviews.org|41666|91.216.79.0|942621|FI|ripencc|PYRO-AS Institute for Pyrotechnical Cleaning, FI
route-views5.routeviews.org|58511|103.247.3.36|925518|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views5.routeviews.org|58511|103.247.3.142|925518|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views5.routeviews.org|33185|170.39.196.254|936697|CA|arin |HIVE-DATA-CENTER, CA
route-views5.routeviews.org|141776|174.136.239.211|934732|CN|apnic |BAOSHUO-AS-AP Baoshuo Network, CN
route-views5.routeviews.org|60557|176.119.215.4|914555|NL|ripencc|ALPINE-NORTH-AS Alpine North Networks, NL
route-views5.routeviews.org|60557|176.119.215.5|914555|NL|ripencc|ALPINE-NORTH-AS Alpine North Networks, NL
route-views5.routeviews.org|207934|185.156.96.227|914275|DK|ripencc|WNB-AS, DK
route-views5.routeviews.org|35008|194.246.109.5|938019|GB|ripencc|KERFUFFLE Kerfuffle, GB
route-views5.routeviews.org|137409|202.165.70.255|926403|AU|apnic |GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
route-views5.routeviews.org|1221|203.62.252.83|913855|AU|apnic |ASN-TELSTRA Telstra Corporation Ltd, AU
route-views5.routeviews.org|19529|207.2.124.0|936494|US|arin |ROGERS, US
route-views5.routeviews.org|19529|207.2.125.0|936265|US|arin |ROGERS, US
route-views5.routeviews.org|399580|209.209.88.250|948510|CA|arin |RADISHNETWORKS-NET-01, CA
route-views5.routeviews.org|11537|2001:468:0:2::14|7545|US|arin |INTERNET2-RESEARCH-EDU, US
route-views5.routeviews.org|35008|2001:67c:760:a::5|183862|GB|ripencc|KERFUFFLE Kerfuffle, GB
route-views5.routeviews.org|41666|2001:67c:8e4::|185531|FI|ripencc|PYRO-AS Institute for Pyrotechnical Cleaning, FI
route-views5.routeviews.org|1221|2001:8000:100::30:510|184107|AU|apnic |ASN-TELSTRA Telstra Corporation Ltd, AU
route-views5.routeviews.org|58511|2400:8280::24|185945|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views5.routeviews.org|58511|2400:8280::8e|185938|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views5.routeviews.org|137409|2401:3cc0::4:285|180999|AU|apnic |GSLNETWORKS-AS-AP GSL Networks Pty LTD, AU
route-views5.routeviews.org|141776|2406:840:e08f:1::1|184291|CN|apnic |BAOSHUO-AS-AP Baoshuo Network, CN
route-views5.routeviews.org|19529|2602:fd10:10::|183486|US|arin |ROGERS, US
route-views5.routeviews.org|19529|2602:fd10:20::|181235|US|arin |ROGERS, US
route-views5.routeviews.org|33185|2602:fd23:3::131|183912|CA|arin |HIVE-DATA-CENTER, CA
route-views5.routeviews.org|399580|2606:5040::201|186760|CA|arin |RADISHNETWORKS-NET-01, CA
route-views5.routeviews.org|207934|2a03:300:2::3|174311|DK|ripencc|WNB-AS, DK
route-views5.routeviews.org|56987|2a0c:3d00::2|185259|FR|ripencc|AS-ABACLOUDA, FR
route-views5.routeviews.org|60557|2a0d:8d06:f::94c3|184433|NL|ripencc|ALPINE-NORTH-AS Alpine North Networks, NL
route-views5.routeviews.org|60557|2a0d:8d06:f::e1ee|184432|NL|ripencc|ALPINE-NORTH-AS Alpine North Networks, NL
route-views5.routeviews.org|142289|2a0e:46c4:106::1|185050|NL|apnic |ROXONIC-AS-AP Roxonic Systems, NL
route-views6.routeviews.org|7660|2001:200:e000::1000:3|183777|JP|apnic |APAN-JP Asia Pacific Advanced Network - Japan, JP
route-views6.routeviews.org|2497|2001:240:100:ff::2497:2|177337|JP|apnic |IIJ Internet Initiative Japan Inc., JP
route-views6.routeviews.org|2914|2001:418:0:1000::f000|169964|US|arin |NTT-LTD-2914, US
route-views6.routeviews.org|209|2001:428::205:171:8:75|171290|US|arin |CENTURYLINK-US-LEGACY-QWEST, US
route-views6.routeviews.org|209|2001:428::205:171:8:123|171290|US|arin |CENTURYLINK-US-LEGACY-QWEST, US
route-views6.routeviews.org|209|2001:428::205:171:200:139|171290|US|arin |CENTURYLINK-US-LEGACY-QWEST, US
route-views6.routeviews.org|6939|2001:470:0:1a::1|181234|US|arin |HURRICANE, US
route-views6.routeviews.org|3257|2001:668:0:4::2|173990|US|ripencc|GTT-BACKBONE GTT, US
route-views6.routeviews.org|18106|2001:d98::19|185918|SG|apnic |VIEWQWEST-SG-AP Viewqwest Pte Ltd, SG
route-views6.routeviews.org|7018|2001:1890:111d:1::63|173995|US|arin |ATT-INTERNET4, US
route-views6.routeviews.org|20912|2001:40d0::126|183408|IT|ripencc|ASN-PANSERVICE, IT
route-views6.routeviews.org|58511|2400:8280::24|185942|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views6.routeviews.org|23673|2402:c100::104|191543|KH|apnic |ONLINE-AS Cogetel Online, Cambodia, ISP, KH
route-views6.routeviews.org|24441|2404:cc00:1::1|48|KH|apnic |CITYLINK-AS-KH CityLink Corporation, LTD, KH
route-views6.routeviews.org|140731|2406:840:eb83::1|185839|CN|apnic |TOHU-OP-AP TOHU Public Internet, CN
route-views6.routeviews.org|140731|2406:840:eb89::1|185839|CN|apnic |TOHU-OP-AP TOHU Public Internet, CN
route-views6.routeviews.org|209306|2406:840:feed:2::1|184541|CN|ripencc|SOHANET Soha Network, CN
route-views6.routeviews.org|1239|2600:0:1:1239:144:228:241:130|10993|US|arin |SPRINTLINK, US
route-views6.routeviews.org|701|2600:803::15|174765|US|arin |UUNET, US
route-views6.routeviews.org|53767|2605:9d00::2|8|US|arin |ICASTCENTER, US
route-views6.routeviews.org|1403|2606:6d00:eb0::252|174080|CA|arin |EBOX, CA
route-views6.routeviews.org|22652|2607:fad8::1:9|174732|CA|arin |FIBRENOIRE-INTERNET, CA
route-views6.routeviews.org|57463|2a00:1728::1f:4|181973|BG|ripencc|NETIX, BG
route-views6.routeviews.org|57866|2a00:a7c0:e20a::17|175517|NL|ripencc|FUSIX-AS, NL
route-views6.routeviews.org|49788|2a02:d140:1::60|185060|NO|ripencc|NEXTHOP, NO
route-views6.routeviews.org|206271|2a0a:6040:ef00::2|184762|TR|ripencc|FATIHUNLU-AS Fatih Unlu, TR
route-views6.routeviews.org|37100|2c0f:feb0:0:1::8|174982|MU|afrinic|SEACOM-AS, MU
